Attaching to vllm-autoheal, vllm-chat, vllm-embed
vllm-chat  | (APIServer pid=1) INFO:     172.24.0.5:37200 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:41926 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:06:51 [loggers.py:271] Engine 000: Avg prompt throughput: 6.7 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:06:53 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.2 tokens/s, Running: 2 reqs, Waiting: 3 reqs, Deferred: 1 reqs, GPU KV cache usage: 6.2%, Prefix cache hit rate: 10.5%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47258 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47258 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:34642 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:50346 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:50346 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36072 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:51740 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     127.0.0.1:47612 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:52820 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:07:01 [loggers.py:271] Engine 000: Avg prompt throughput: 6.9 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:07:03 [loggers.py:271] Engine 000: Avg prompt throughput: 65.3 tokens/s, Avg generation throughput: 9.3 tokens/s, Running: 2 reqs, Waiting: 2 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.9%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37082 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:37082 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:41316 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:57282 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51958 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:07:11 [loggers.py:271] Engine 000: Avg prompt throughput: 9.9 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47258 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47258 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47258 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-14 14:07:13 [loggers.py:271] Engine 000: Avg prompt throughput: 18.3 tokens/s, Avg generation throughput: 8.5 tokens/s, Running: 2 reqs, Waiting: 2 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:40410 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:40410 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:40410 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:50892 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:40410 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:40410 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:38168 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:07:21 [loggers.py:271] Engine 000: Avg prompt throughput: 4.6 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:07:23 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 6.6 tokens/s, Running: 2 reqs, Waiting: 2 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:53524 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:53532 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:53524 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:53532 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:55520 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:07:31 [loggers.py:271] Engine 000: Avg prompt throughput: 6.7 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.1:44908 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-14 14:07:33 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.4 tokens/s, Running: 2 reqs, Waiting: 2 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:53532 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:53532 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:60188 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:58728 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:48122 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:53532 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:60188 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:07:41 [loggers.py:271] Engine 000: Avg prompt throughput: 18.5 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:07:43 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.4 tokens/s, Running: 2 reqs, Waiting: 2 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:57420 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:57420 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:41302 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:57420 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:57420 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:45630 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:07:51 [loggers.py:271] Engine 000: Avg prompt throughput: 18.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:07:53 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.0 tokens/s, Running: 2 reqs, Waiting: 2 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36072 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36072 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36072 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:36072 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:36902 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:36890 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     127.0.0.1:51102 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:36890 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:36890 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:60536 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:08:01 [loggers.py:271] Engine 000: Avg prompt throughput: 16.5 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:08:03 [loggers.py:271] Engine 000: Avg prompt throughput: 18.3 tokens/s, Avg generation throughput: 7.3 tokens/s, Running: 2 reqs, Waiting: 3 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:35920 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:36890 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:48280 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:33566 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:35920 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:36890 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:35920 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:08:11 [loggers.py:271] Engine 000: Avg prompt throughput: 16.9 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:08:13 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.8 tokens/s, Running: 2 reqs, Waiting: 3 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:35920 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:50232 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:58480 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:50232 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:43574 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:08:21 [loggers.py:271] Engine 000: Avg prompt throughput: 18.2 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:50232 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-14 14:08:23 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.0 tokens/s, Running: 2 reqs, Waiting: 3 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:50232 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58794 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58794 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:33406 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:08:31 [loggers.py:271] Engine 000: Avg prompt throughput: 9.6 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58794 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-14 14:08:33 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 7.2 tokens/s, Running: 2 reqs, Waiting: 3 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.8%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58794 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42572 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:48176 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.2:47262 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:57726 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42572 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:08:41 [loggers.py:271] Engine 000: Avg prompt throughput: 14.2 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42572 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO 06-14 14:08:43 [loggers.py:271] Engine 000: Avg prompt throughput: 118.6 tokens/s, Avg generation throughput: 5.1 tokens/s, Running: 2 reqs, Waiting: 3 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.6%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42572 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:51568 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42572 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:45898 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:42572 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:51686 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:08:51 [loggers.py:271] Engine 000: Avg prompt throughput: 7.4 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:08:53 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 5.0 tokens/s, Running: 2 reqs, Waiting: 3 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.6%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:52584 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:52576 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:52584 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.1:55998 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.5:34834 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:09:01 [loggers.py:271] Engine 000: Avg prompt throughput: 6.8 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-chat      | (APIServer pid=1) INFO 06-14 14:09:03 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 8.6 tokens/s, Running: 2 reqs, Waiting: 3 reqs, GPU KV cache usage: 7.8%, Prefix cache hit rate: 14.6%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat      | (APIServer pid=1) INFO:     172.24.0.5:58886 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     127.0.0.1:36912 - "GET /health HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO 06-14 14:09:11 [loggers.py:271] Engine 000: Avg prompt throughput: 285.9 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0%
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58718 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58696 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58688 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58672 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed     | (APIServer pid=1) INFO:     172.24.0.2:58706 - "GET /v1/models HTTP/1.1" 200 OK
